Year,Date,Time,Type,Sex,Age,Activity,Location,Country,State,Fatal Y/N,Time_Range,Activity_clean,Activity_grouped
2018,September,09:29:00,Unprovoked,M,60,Surfing,Lucie County,USA,Florida,N,Morning,surfing,Surfing
2018,August,20:00:00,Unprovoked,M,14,Swimming,Orange County,USA,California,N,Evening,swimming,Swimming
2018,August,10:47:00,Unprovoked,M,14,Surfing,Carteret County,USA,North Carolina,N,Morning,surfing,Surfing
2018,August,,Unknown,M,,,"Rhode River, Chesapeake Bay",USA,Maryland,N,Unknown,,Unknown
2018,August,16:00:00,Unprovoked,M,61,Swimming,Barnstable County,USA,Massachusetts,N,Afternoon,swimming,Swimming
2018,August,10:00:00,Unprovoked,M,42,Spearfishing,Galveston County,USA,Texas,N,Morning,spearfishing,Fishing
2018,August,,Unprovoked,M,16,Standing,Brunswick County,USA,North Carolina,N,Unknown,standing,Wading/Standing
2018,August,10:30:00,Unprovoked,Y,10,Swimming/Standing,Brunswick County,USA,North Carolina,N,Morning,swimming/standing,Swimming
2018,July,,Unprovoked,M,14,Surfing,St Johns County,USA,Florida,N,Unknown,surfing,Surfing
2018,July,12:00:00,Unprovoked,M,13,Boogie Boarding,Suffolk County,USA,New York,N,Afternoon,boogie boarding,Other
2018,July,11:15:00,Unprovoked,Y,12,Wading,Suffolk County,USA,New York,N,Morning,wading,Wading/Standing
2018,July,18:00:00,Unknown,Y,,Surfing,Galveston County,USA,Texas,,Evening,surfing,Surfing
2018,July,14:11:00,Provoked,Y,58,Wading,Huboldt County,USA,California,N,Afternoon,wading,Wading/Standing
2018,July,13:30:00,Unknown,Y,14,Surfing,Brevard County,USA,Florida,N,Afternoon,surfing,Surfing
2018,July,15:40:00,Unprovoked,M,17,Wading,Nassau County,USA,Florida,N,Afternoon,wading,Wading/Standing
2018,July,15:35:00,Unprovoked,M,30,Surfing,Nassau County,USA,Florida,N,Afternoon,surfing,Surfing
2018,July,11:30:00,Unprovoked,M,14,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2018,July,13:30:00,Unknown,M,,Snorkeling,Monroe County,USA,Florida,N,Afternoon,snorkeling,Diving
2018,July,14:40:00,Unprovoked,Y,11,Boogie boarding,Horry County,USA,South Carolina,N,Afternoon,boogie boarding,Other
2018,June,18:00:00,Unknown,Y,57,Paddling,San Diego County,USA,California,N,Evening,paddling,Other
2018,June,,Provoked,M,,Fishing,Monroe County,USA,Florida,N,Unknown,fishing,Fishing
2018,June,,Unprovoked,Y,11,Standing,Glynn County,USA,Georgia,N,Unknown,standing,Wading/Standing
2018,June,07:45:00,Unknown,M,48,Surfing,Oahu County,USA,Hawaii,N,Morning,surfing,Surfing
2018,May,,Provoked,M,52,Fishing,Volusia County,USA,Florida,N,Unknown,fishing,Fishing
2018,May,17:00:00,Unprovoked,M,15,Walking,Brevard County,USA,Florida,N,Evening,walking,Wading/Standing
2018,May,14:00:00,Unprovoked,M,12,Standing,Volusia County,USA,Florida,N,Afternoon,standing,Wading/Standing
2018,May,,Unprovoked,M,10,Boogie boarding,Charleston County,USA,South Carolina,N,Unknown,boogie boarding,Other
2018,May,15:00:00,Unprovoked,M,10,Swimming,Beaufort County,USA,South Carolina,N,Afternoon,swimming,Swimming
2018,April,,Provoked,M,,Fishing,Galveston Bay,USA,Texas,N,Unknown,fishing,Fishing
2018,April,,Unprovoked,M,29,Body boarding,Kauai County,USA,Hawaii,N,Unknown,body boarding,Other
2018,March,09:30:00,Unprovoked,M,25,Stand-Up Paddleboarding,Kukio Beach,USA,Hawaii,N,Morning,stand-up paddleboarding,Paddleboarding
2017,December,18:00:00,Unprovoked,Y,54,Surfing,Oahu County,USA,Hawaii,N,Evening,surfing,Surfing
2017,December,12:00:00,Unprovoked,Y,35,Surfing,Marin County,USA,California,N,Afternoon,surfing,Surfing
2017,November,13:45:00,Unprovoked,M,25,Spearfishing,Monterey County,USA,California,N,Afternoon,spearfishing,Fishing
2017,November,,Unprovoked,Y,14,Surfing,Brevard County,USA,Florida,N,Unknown,surfing,Surfing
2017,November,14:15:00,Unprovoked,M,20,Surfing,Makaha,USA,Hawaii,N,Afternoon,surfing,Surfing
2017,October,15:00:00,Unprovoked,M,,Stand-Up Paddleboarding,Oahu County,USA,Hawaii,N,Afternoon,stand-up paddleboarding,Paddleboarding
2017,October,17:00:00,Unprovoked,M,17,Surfing ,Palm Beach County,USA,Florida,N,Evening,surfing,Surfing
2017,October,08:00:00,Unprovoked,Y,60,Swimming,Palm Beach County,USA,Florida,N,Morning,swimming,Swimming
2017,October,14:30:00,Unprovoked,M,,Swimming,Palm Beach County,USA,Florida,N,Afternoon,swimming,Swimming
2017,October,18:30:00,Unprovoked,M,54,Surfing,Kauai County,USA,Hawaii,N,Evening,surfing,Surfing
2017,October,12:30:00,Unprovoked,Y,40,Snorkeling,Maui County,USA,Hawaii,N,Afternoon,snorkeling,Diving
2017,September,,Unprovoked,M,,Surfing,Duval County,USA,Florida,N,Unknown,surfing,Surfing
2017,September,15:30:00,Unknown,M,33,Surfing,Rockaway,USA,New York,,Afternoon,surfing,Surfing
2017,September,14:00:00,Unprovoked,M,,Surfing,Fort Worth,USA,Florida,N,Afternoon,surfing,Surfing
2017,September,,Unprovoked,M,,Surfing,Palm Beach County,USA,Florida,N,Unknown,surfing,Surfing
2017,September,16:30:00,Unprovoked,M,28,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2017,September,18:45:00,Unprovoked,M,18,Surfing,Volusia County,USA,Florida,N,Evening,surfing,Surfing
2017,September,,Unprovoked,M,,Swimming,Monroe County,USA,Florida,N,Unknown,swimming,Swimming
2017,September,,Unprovoked,Y,,Swimming,Cameron County,USA,Texas,N,Unknown,swimming,Swimming
2017,September,10:44:00,Unprovoked,M,17,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2017,August,13:19:00,Unprovoked,Y,3,Wading,Bathtub Beach,USA,Florida,N,Afternoon,wading,Wading/Standing
2017,August,10:00:00,Unprovoked,M,69,SUP,Barnstable County,USA,Massachusetts,N,Morning,sup,Other
2017,August,13:30:00,Unprovoked,M,13,Swimming,Beaufort County,USA,South Carolina,N,Afternoon,swimming,Swimming
2017,August,23:30:00,Provoked,M,34,Fishing,Barnstable County,USA,Massachusetts,N,Night,fishing,Fishing
2017,August,10:45:00,Unknown,M,,Fishing,San Mateo County,USA,California,N,Morning,fishing,Fishing
2017,July,18:30:00,Unprovoked,M,15,Skimboarding,Duval County,USA,Florida,N,Evening,skimboarding,Other
2017,July,15:00:00,Unknown,M,10,Swimming,Beaufort County,USA,South Carolina,,Afternoon,swimming,Swimming
2017,July,,Unprovoked,Y,12,,Georgetown County,USA,South Carolina,N,Unknown,,Unknown
2017,July,,Unprovoked,Y,,,Ventnor,USA,New Jersey,N,Unknown,,Unknown
2017,July,12:30:00,Unprovoked,Y,40,,Monroe County,USA,Florida,N,Afternoon,,Unknown
2017,July,,Unknown,Y,8,Swimming,Beaufort County,USA,South Carolina,,Unknown,swimming,Swimming
2017,July,11:20:00,Unknown,M,40,Kayaking,"Stearns Wharf, Santa Barbara",USA,California,N,Morning,kayaking,Paddleboarding
2017,July,07:45:00,Unprovoked,M,50,SUP,"Seal Rock, Goleta Beach, Santa Barbara",USA,California,N,Morning,sup,Other
2017,July,18:30:00,Unprovoked,M,,Surfing,Grays Harbor County,USA,Washington,N,Evening,surfing,Surfing
2017,July,11:00:00,Unknown,M,,Kayaking,Santa Cruz County,USA,California,N,Morning,kayaking,Paddleboarding
2017,July,15:30:00,Unprovoked,M,46,Swimming,Dade County,USA,Florida,N,Afternoon,swimming,Swimming
2017,June,19:30:00,Unknown,M,,Fishing,Wrightsville Beach,USA,South Carolina,,Evening,fishing,Fishing
2017,June,,Unprovoked,Y,16,Swimming,Beaufort County,USA,South Carolina,N,Unknown,swimming,Swimming
2017,June,,Unprovoked,M,,Surfing,Palm Beach County,USA,Florida,N,Unknown,surfing,Surfing
2017,June,,Unprovoked,Y,14,Swimming,Beaufort County,USA,South Carolina,N,Unknown,swimming,Swimming
2017,June,10:00:00,Unprovoked,M,19,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2017,June,,Unprovoked,M,,Spearfishing,Monroe County,USA,Florida,N,Unknown,spearfishing,Fishing
2017,May,,Provoked,Y,20,Touching a shark,Charleston County,USA,South Carolina,N,Unknown,touching a shark,Animal Interaction
2017,May,,Unprovoked,M,,Feeding sharks,Off Jupiter,USA,Florida,N,Unknown,feeding sharks,Animal Interaction
2017,May,14:30:00,Unknown,Y,18,Surfing,Orange County,USA,California,,Afternoon,surfing,Surfing
2017,April,17:34:00,Unprovoked,Y,,Swimming,San Diego County,USA,California,N,Evening,swimming,Swimming
2017,April,11:00:00,Unprovoked,Y,33,Surfing,Charleston County,USA,South Carolina,N,Morning,surfing,Surfing
2017,April,,Unknown,Y,,Photo shoot,nan,USA,Florida,,Unknown,photo shoot,Photography
2017,April,08:50:00,Unknown,M,,Swimming,Georgetown County,USA,South Carolina,,Morning,swimming,Swimming
2017,April,,Unprovoked,Y,,,Volusia County,USA,Florida,N,Unknown,,Unknown
2017,April,09:00:00,Unprovoked,M,28,Surfing,Kauai County,USA,Hawaii,N,Morning,surfing,Surfing
2017,April,13:30:00,Unprovoked,M,17,Surfing,Duval County,USA,Florida,N,Afternoon,surfing,Surfing
2017,April,13:45:00,Unprovoked,Y,,Surfing,St. Augustine,USA,Florida,N,Afternoon,surfing,Surfing
2017,April,16:00:00,Unprovoked,Y,35,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2017,April,17:45:00,Unprovoked,Y,10,Paddle boarding,Brevard County,USA,Florida,N,Evening,paddle boarding,Paddleboarding
2017,April,17:00:00,Unprovoked,Y,21,Swimming,Brevard County,USA,Florida,N,Evening,swimming,Swimming
2017,April,,Unprovoked,M,16,Swimming,Volusia County,USA,Florida,N,Unknown,swimming,Swimming
2017,April,13:00:00,Unprovoked,Y,51,Swimming,Volusia County,USA,Florida,N,Afternoon,swimming,Swimming
2017,April,15:00:00,Unprovoked,Y,17,Swimming,Okaloosa County,USA,Florida,N,Afternoon,swimming,Swimming
2017,March,10:00:00,Unprovoked,M,58,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2017,March,14:30:00,Unknown,M,,Kayaking,Monterey Bay,USA,California,N,Afternoon,kayaking,Paddleboarding
2017,February,13:30:00,Unprovoked,M,22,Swimming,Brevard County,USA,Florida,N,Afternoon,swimming,Swimming
2017,February,,Unknown,Y,,Fishing,16 miles off Hilton Head,USA,South Carolina,N,Unknown,fishing,Fishing
2017,January,14:00:00,Unprovoked,M,15,,Indian River County,USA,Florida,N,Afternoon,,Unknown
2017,January,,Unprovoked,M,,,Jensen Beach,USA,Florida,N,Unknown,,Unknown
2017,January,12:30:00,Unprovoked,M,47,Wading,Brevard County,USA,Florida,N,Afternoon,wading,Wading/Standing
2016,December,17:00:00,Unprovoked,M,16,Surfing,St Lucie County,USA,Florida,N,Evening,surfing,Surfing
2016,December,,Unknown,M,19,Surfing,Volusia County,USA,Florida,,Unknown,surfing,Surfing
2016,November,10:30:00,Unprovoked,Y,58,Floating,Maui County,USA,Hawaii,N,Morning,floating,Other
2016,October,,Unprovoked,M,41,Surfing,Duval County,USA,Florida,N,Unknown,surfing,Surfing
2016,October,,Unprovoked,M,42,Surfing,Mayport Naval Station  Duval County,USA,Florida,N,Unknown,surfing,Surfing
2016,October,17:00:00,Unprovoked,M,36,Surfing,Maui County,USA,Hawaii,N,Evening,surfing,Surfing
2016,October,09:50:00,Unprovoked,Y,66,Snorkeling,Maui County,USA,Hawaii,N,Morning,snorkeling,Diving
2016,October,16:00:00,Unprovoked,M,29,Surfing,Clatsop County,USA,Oregon,N,Afternoon,surfing,Surfing
2016,October,11:30:00,Unprovoked,M,21,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2016,October,17:30:00,Unprovoked,M,32,Surfng,Volusia County,USA,Florida,N,Evening,surfng,Surfing
2016,September,13:00:00,Unprovoked,M,16,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2016,September,11:00:00,Unprovoked,M,36,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2016,September,10:43:00,Unprovoked,M,43,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2016,September,,Unprovoked,M,43,Surfing,Humboldt County,USA,California,N,Unknown,surfing,Surfing
2016,September,15:15:00,Unprovoked,M,60,Wading,Johns County,USA,Florida,N,Afternoon,wading,Wading/Standing
2016,September,14:30:00,Unprovoked,Y,51,Swimming,Oahu County,USA,Hawaii,N,Afternoon,swimming,Swimming
2016,September,,Unprovoked,Y,12,Boogie boarding,Horry County,USA,South Carolina,N,Unknown,boogie boarding,Other
2016,September,,Unprovoked,M,9,Body boarding,Volusia County,USA,Florida,N,Unknown,body boarding,Other
2016,September,,Unprovoked,M,22,Spearfishing,Santa Barbara County,USA,California,N,Unknown,spearfishing,Fishing
2016,August,15:00:00,Unprovoked,M,25,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2016,August,14:00:00,Unprovoked,M,37,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2016,August,16:00:00,Unprovoked,M,49,Wading,Johns County,USA,Florida,N,Afternoon,wading,Wading/Standing
2016,August,16:30:00,Unprovoked,M,21,SUP Foil boarding,Maui County,USA,Hawaii,N,Afternoon,sup foil boarding,Other
2016,August,,Unprovoked,M,22,Surfing,Volusia County,USA,Florida,N,Unknown,surfing,Surfing
2016,July,,Provoked,M,43,Lobstering,Monroe County,USA,Florida,N,Unknown,lobstering,Fishing
2016,July,,Unknown,Y,,Fishing,8 miles off Mobile,USA,Alabama,N,Unknown,fishing,Fishing
2016,July,13:00:00,Unprovoked,Y,9,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2016,July,11:00:00,Unprovoked,Y,11,,Volusia County,USA,Florida,N,Morning,,Unknown
2016,July,17:00:00,Unprovoked,M,61,Kite surfing,Orange County,USA,California,N,Evening,kite surfing,Surfing
2016,July,,Unprovoked,M,,Swimming,Horry County,USA,South Carolina,N,Unknown,swimming,Swimming
2016,July,,Unknown,M,,Fishing ,Santa Cruz County,USA,California,N,Unknown,fishing,Fishing
2016,July,10:00:00,Provoked,M,59,Fishing,Essec County,USA,Massachusetts,N,Morning,fishing,Fishing
2016,July,,Unknown,M,,Fishing ,Los Angeles County,USA,California,N,Unknown,fishing,Fishing
2016,July,,Unprovoked,Y,42,Swimming,Brevard County,USA,Florida,N,Unknown,swimming,Swimming
2016,June,16:20:00,Unprovoked,M,35,,Sullivan's Island,USA,South Carolina,N,Afternoon,,Unknown
2016,June,14:34:00,Unprovoked,M,11,Surfing,Carteret County,USA,North Carolina,N,Afternoon,surfing,Surfing
2016,June,15:25:00,Unprovoked,M,42,Floating,Horry County,USA,South Carolina,N,Afternoon,floating,Other
2016,June,14:55:00,Unprovoked,M,,Wading,Brevard County,USA,Florida,N,Afternoon,wading,Wading/Standing
2016,June,06:00:00,Unprovoked,M,,Surfing,Kauai County,USA,Hawaii,N,Morning,surfing,Surfing
2016,June,17:30:00,Unprovoked,Y,6,Floating in tube,"Pirates Beach, Galveston",USA,Texas,N,Evening,floating in tube,Other
2016,June,15:00:00,Unprovoked,M,19,Standing,Carteret County,USA,North Carolina,N,Afternoon,standing,Wading/Standing
2016,June,11:30:00,Unknown,M,27,Surfing,Charleston County,USA,South Carolina,,Morning,surfing,Surfing
2016,June,08:30:00,Unprovoked,M,64,Swimming,Flagler County,USA,Florida,N,Morning,swimming,Swimming
2016,May,16:00:00,Unprovoked,Y,52,Swimming,Orange County,USA,California,N,Afternoon,swimming,Swimming
2016,May,15:45:00,Unprovoked,M,13,Swimming,Duval County,USA,Florida,N,Afternoon,swimming,Swimming
2016,May,12:00:00,Unprovoked,Y,57,Swimming,Indian River County,USA,Florida,N,Afternoon,swimming,Swimming
2016,May,18:00:00,Unprovoked,Y,22,Swimming,Pinellas County,USA,Florida,N,Evening,swimming,Swimming
2016,May,17:46:00,Unprovoked,Y,11,Swimming,Duval County,USA,Florida,N,Evening,swimming,Swimming
2016,May,,Unprovoked,M,48,Swimming,Johns County,USA,Florida,N,Unknown,swimming,Swimming
2016,May,13:20:00,Provoked,Y,23,Teasing a shark,Palm Beach County,USA,Florida,N,Afternoon,teasing a shark,Other
2016,May,15:49:00,Unprovoked,M,59,Floating,Maui County,USA,Hawaii,N,Afternoon,floating,Other
2016,April,17:30:00,Unprovoked,M,15,Surfing,Volusia County,USA,Florida,N,Evening,surfing,Surfing
2016,April,,Unprovoked,M,26,Spearfishing,Palm Beach County,USA,Florida,N,Unknown,spearfishing,Fishing
2016,April,,Unprovoked,M,34,Fishing,Monroe County,USA,Florida,N,Unknown,fishing,Fishing
2016,April,,Unknown,M,,SUP,Palm Beach County,USA,Florida,,Unknown,sup,Other
2016,March,11:00:00,Unprovoked,Y,46,Snorkeling,Maui County,USA,Hawaii,N,Morning,snorkeling,Diving
2016,March,,Unprovoked,M,15,,Lee County,USA,Florida,,Unknown,,Unknown
2016,March,,Unknown,Y,,Surfing,Orange County,USA,California,,Unknown,surfing,Surfing
2016,March,13:30:00,Unprovoked,M,19,Body surfing,Lucie County,USA,Florida,N,Afternoon,body surfing,Surfing
2016,March,,Unprovoked,M,12,,Palm Beach County,USA,Florida,N,Unknown,,Unknown
2016,January,14:00:00,Unprovoked,M,,Surfing,Kauai County,USA,Hawaii,N,Afternoon,surfing,Surfing
2016,January,11:30:00,Unprovoked,Y,15,Surfing,Kauai County,USA,Hawaii,N,Morning,surfing,Surfing
2016,January,,Unprovoked,M,,Spearfishing,Off Surfside,USA,Texas,N,Unknown,spearfishing,Fishing
2016,January,,Unprovoked,M,48,Paddle boarding,Maui County,USA,Hawaii,N,Unknown,paddle boarding,Paddleboarding
2015,December,,Unprovoked,M,71,Paddle boarding,La'aloa Beach Park,USA,Hawaii,N,Unknown,paddle boarding,Paddleboarding
2015,November,,Unprovoked,M,,Surfing,Brevard County,USA,Florida,N,Unknown,surfing,Surfing
2015,November,11:00:00,Unprovoked,Y,,Swimming,Palm Beach County,USA,Florida,N,Morning,swimming,Swimming
2015,November,,Unprovoked,M,28,Surfing,Palm Beach County,USA,Florida,N,Unknown,surfing,Surfing
2015,November,11:00:00,Unknown,Y,9,Surfing,Brevard County,USA,Florida,,Morning,surfing,Surfing
2015,November,11:00:00,Unprovoked,M,54,Swimming,"Kehena Beach, Hawaii",USA,Hawaii,N,Morning,swimming,Swimming
2015,November,14:00:00,Unprovoked,Y,28,Wading,Brevard County,USA,Florida,N,Afternoon,wading,Wading/Standing
2015,October,14:50:00,Unprovoked,M,10,Body boarding,Oahu County,USA,Hawaii,N,Afternoon,body boarding,Other
2015,October,14:30:00,Unprovoked,M,21,Surfing,Brevard County,USA,Florida,N,Afternoon,surfing,Surfing
2015,October,13:50:00,Unprovoked,M,21,Surfing,Broward County,USA,Florida,N,Afternoon,surfing,Surfing
2015,October,19:20:00,Unknown,M,32,Surfing,"Waikiki,",USA,Hawaii,,Evening,surfing,Surfing
2015,October,11:30:00,Unprovoked,M,44,Swimming,Oahu County,USA,Hawaii,N,Morning,swimming,Swimming
2015,October,11:00:00,Unknown,M,,Fishing,San Luis Obispo County,USA,California,N,Morning,fishing,Fishing
2015,October,16:20:00,Unprovoked,Y,9,Boogie boarding,Beaufort County,USA,South Carolina,N,Afternoon,boogie boarding,Other
2015,October,10:25:00,Unprovoked,M,25,Surfing,Oahu County,USA,Hawaii,N,Morning,surfing,Surfing
2015,October,13:00:00,Unprovoked,M,22,Body boarding,Lucie County,USA,Florida,N,Afternoon,body boarding,Other
2015,October,10:00:00,Unprovoked,M,13,Wading,Galveston County,USA,Texas,N,Morning,wading,Wading/Standing
2015,October,08:30:00,Unprovoked,M,14,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2015,September,16:20:00,Unprovoked,M,22,Surfing,Johns County,USA,Florida,N,Afternoon,surfing,Surfing
2015,September,,Unknown,M,,Kayak fishing,Santa Barbara County,USA,California,N,Unknown,kayak fishing,Fishing
2015,September,16:45:00,Unprovoked,M,14,Surfing,Volusia County,USA,Florida,N,Afternoon,surfing,Surfing
2015,September,15:52:00,Unprovoked,M,27,Spearfishing,"Upolu Point, North Kohala, Big Island",USA,Hawaii,N,Afternoon,spearfishing,Fishing
2015,September,12:30:00,Unprovoked,M,12,Wading,Nassau County,USA,Florida,N,Afternoon,wading,Wading/Standing
2015,September,07:30:00,Unprovoked,M,16,Photographing fish,Johns County,USA,Florida,N,Morning,photographing fish,Fishing
2015,September,,Unknown,M,,Kayak Fishing,Santa Barbara County,USA,California,N,Unknown,kayak fishing,Fishing
2015,September,19:00:00,Unprovoked,M,,Swimming,Duval County,USA,Florida,N,Evening,swimming,Swimming
2015,September,15:00:00,Unprovoked,M,20,Surfing,Duval County,USA,Florida,N,Afternoon,surfing,Surfing
2015,September,17:30:00,Unprovoked,Y,50,Stand-Up Paddleboarding,Los Angeles County,USA,California,N,Evening,stand-up paddleboarding,Paddleboarding
2015,September,14:40:00,Provoked,M,29,Kayak Fishing,Ventura County,USA,California,N,Afternoon,kayak fishing,Fishing
2015,September,16:00:00,Unprovoked,M,,,Horry County,USA,South Carolina,N,Afternoon,,Unknown
2015,August,10:25:00,Unprovoked,Y,54,Surfing,San Luis Obispo County,USA,California,N,Morning,surfing,Surfing
2015,August,10:00:00,Unprovoked,M,21,Surfing,San Luis Obispo County,USA,California,N,Morning,surfing,Surfing
2015,August,19:45:00,Unknown,M,,,Brevard County,USA,Florida,,Evening,,Unknown
2015,August,12:30:00,Unprovoked,M,15,Surfing,Georgetown County,USA,South Carolina,N,Afternoon,surfing,Surfing
2015,August,15:30:00,Unprovoked,Y,10,Walking,Duval County,USA,Florida,N,Afternoon,walking,Wading/Standing
2015,August,07:30:00,Unknown,M,22,Kayak Fishing,Santa Barbara County,USA,California,N,Morning,kayak fishing,Fishing
2015,August,08:00:00,Provoked,M,57,Spearfishing,Cortes Bank,USA,California,N,Morning,spearfishing,Fishing
2015,July,19:00:00,Unprovoked,M,25,Surfing,Volusia County,USA,Florida,N,Evening,surfing,Surfing
2015,July,10:10:00,Unknown,Y,35,Floating,Colleton County,USA,South Carolina,,Morning,floating,Other
2015,July,,Provoked,M,31,Kayak Fishing,San Diego County,USA,California,N,Unknown,kayak fishing,Fishing
2015,July,08:45:00,Unprovoked,M,38,Surfing,Orange County,USA,California,N,Morning,surfing,Surfing
2015,July,,Unknown,M,39,Treading water,Orange County,USA,California,,Unknown,treading water,Swimming
2015,July,,Unprovoked,M,32,,Pender County,USA,North Carolina,N,Unknown,,Unknown
2015,July,12:10:00,Unprovoked,M,68,Swimming,Hyde County,USA,North Carolina,N,Afternoon,swimming,Swimming
2015,June,18:05:00,Unprovoked,M,12,Playing in the water,Isle of Palms County,USA,South Carolina,N,Evening,playing in the water,Other
2015,June,16:00:00,Unprovoked,M,18,Swimming,Dare County,USA,North Carolina,N,Afternoon,swimming,Swimming
2015,June,19:30:00,Unknown,Y,,Swimming,Duval County,USA,Florida,,Evening,swimming,Swimming
2015,June,11:00:00,Unprovoked,M,43,Standing,Beaufort County,USA,South Carolina,N,Morning,standing,Wading/Standing
2015,June,11:41:00,Unprovoked,M,47,Body surfing?,Dare County,USA,North Carolina,N,Morning,body surfing?,Surfing
2015,June,12:25:00,Unprovoked,M,6,Swimming,Surf City,USA,North Carolina,N,Afternoon,swimming,Swimming
2015,June,,Unprovoked,M,9,Standing,Beaufort County,USA,South Carolina,N,Unknown,standing,Wading/Standing
2015,June,13:00:00,Unprovoked,M,10,Swimming,Daytona Beach Shores,USA,Florida,N,Afternoon,swimming,Swimming
2015,June,17:51:00,Unprovoked,M,16,Wading,Brunswick County,USA,North Carolina,N,Evening,wading,Wading/Standing
2015,June,16:12:00,Unprovoked,Y,12,Wading,Brunswick County,USA,North Carolina,N,Afternoon,wading,Wading/Standing
2015,June,,Unprovoked,Y,,,Off San Diego,USA,California,N,Unknown,,Unknown
2015,June,12:45:00,Unprovoked,Y,13,Boogie boarding,Brunswick County,USA,North Carolina,N,Afternoon,boogie boarding,Other
2015,June,10:50:00,Unprovoked,M,11,Playing,Brevard County,USA,Florida,N,Morning,playing,Other
2015,June,,Unprovoked,Y,17,Attempting to rescue a shark,Fort Lauderdale,USA,Florida,N,Unknown,attempting to rescue a shark,Other
2015,May,15:00:00,Unprovoked,Y,14,Standing,Brevard County,USA,Florida,N,Afternoon,standing,Wading/Standing
2015,May,13:45:00,Unprovoked,Y,19,Wading,Volusia County,USA,Florida,N,Afternoon,wading,Wading/Standing
2015,May,,Unprovoked,Y,13,Swimming,Brevard County,USA,Florida,N,Unknown,swimming,Swimming
2015,May,10:30:00,Unprovoked,M,18,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2015,May,14:15:00,Unprovoked,M,30,,Sullivan's Island,USA,South Carolina,N,Afternoon,,Unknown
2015,May,15:00:00,Unprovoked,M,,Swimming,Brevard County,USA,Florida,N,Afternoon,swimming,Swimming
2015,April,09:00:00,Unprovoked,Y,65,Snorkeling,Kanahena Cove,USA,Hawaii,Y,Morning,snorkeling,Diving
2015,April,16:30:00,Unprovoked,M,63,Wading,"Resident's Beach, Marco Island",USA,Florida,N,Afternoon,wading,Wading/Standing
2015,April,,Unprovoked,M,48,Photographing the shark,Monroe County,USA,Florida,N,Unknown,photographing the shark,Photography
2015,April,,Unprovoked,M,70,Spearfishing,Palm Beach County,USA,Florida,N,Unknown,spearfishing,Fishing
2015,March,11:45:00,Unprovoked,M,58,Standing / Snorkeling,Hapuna Beach,USA,Hawaii,N,Morning,standing / snorkeling,Diving
2015,January,03:30:00,Provoked,M,20,Shark fishing,Lahaina,USA,Hawaii,N,Night,shark fishing,Fishing
2015,January,,Unknown,M,,Fishing,Off Panama City,USA,Florida,N,Unknown,fishing,Fishing
2015,January,,Unknown,M,38,Swimming after falling overboard,nan,USA,Florida,,Unknown,swimming after falling overboard,Swimming
2015,January,,Unprovoked,M,12,,Indian River County,USA,Florida,N,Unknown,,Unknown
2014,December,11:30:00,Unprovoked,M,50,Surfing,San Luis Obispo County,USA,California,N,Morning,surfing,Surfing
2014,November,,Unknown,Y,,,San Mateo County,USA,California,N,Unknown,,Unknown
2014,November,13:00:00,Unprovoked,M,44,Surfing,Brevard County,USA,Florida,N,Afternoon,surfing,Surfing
2014,November,13:30:00,Unprovoked,M,53,Snorkeling,Maui County,USA,Hawaii,N,Afternoon,snorkeling,Diving
2014,November,16:30:00,Unprovoked,M,18,Surfing,Lucie County,USA,Florida,N,Afternoon,surfing,Surfing
2014,October,11:00:00,Unprovoked,Y,34,Surfing,Hawaii County,USA,Hawaii,N,Morning,surfing,Surfing
2014,October,10:00:00,Unprovoked,Y,,Stand-Up Paddleboarding,Maui County,USA,Hawaii,N,Morning,stand-up paddleboarding,Paddleboarding
2014,October,08:00:00,Unprovoked,M,,Stand-Up Paddleboarding,Maui County,USA,Hawaii,N,Morning,stand-up paddleboarding,Paddleboarding
2014,October,,Unknown,Y,,Canoeing,Santa Barbara County,USA,California,N,Unknown,canoeing,Paddleboarding
2014,October,,Unprovoked,Y,7,Standing in inner tube,Beaufort County,USA,South Carolina,N,Unknown,standing in inner tube,Wading/Standing
2014,October,15:30:00,Unprovoked,Y,,Body surfing or Boogie boarding,Brevard County,USA,Florida,N,Afternoon,body surfing or boogie boarding,Surfing
2014,October,11:30:00,Unprovoked,M,29,Surfing,Volusia County,USA,Florida,N,Morning,surfing,Surfing
2014,October,,Unprovoked,Y,40,Fishing,Brevard County,USA,Florida,N,Unknown,fishing,Fishing
